유형,논문 ID,저자명,주저자 소속기관,주저자 ORCID,논문명,논문외국어명,논문영어명,학술지 ID,학술지명,학술지약어명,학술지외국어명,언어,저자키워드,외국어키워드,영어키워드,초록,외국어초록,영어초록,참고문헌 수,인용된 총 횟수,발행기관 ID,발행기관명,발행기관영어명,ISSN,eISSN,발행연도,발행일,권,호,특별호,시작 페이지,끝 페이지,논문번호,DOI,주제분야,URL,KCI 등재 구분,반출일,참고문헌 목록,source_file
J,ART003062781,이병욱;김보영;Ureta Vaquero Ivan,"Department of Management Science, KAIST",,Adopting Big Data AI and Robo-Advisor to Investment Strategy : Case of Vanguard,투자 전략에 있어서 빅데이터 인공지능과 로보어드바이저의 도입 : 뱅가드 사례를 중심으로,Adopting Big Data AI and Robo-Advisor to Investment Strategy : Case of Vanguard,SER000003125,창조와 혁신,,Journal of Creativity and Innovation,영어,"Robo-advisor, Quantitative Investing, Artificial Intelligence, ser-M, Vanguard","로보 어드바이저, 정량 투자, 인공지능, ser-M, 뱅가드","Robo-advisor, Quantitative Investing, Artificial Intelligence, ser-M, Vanguard","Utilizing artificial intelligence technology through the integration of data and computers is becoming increasingly commonplace in the realm of investment. Quantitative investing is a strategy that involves quantifying various indicators and utilizing computers and data for investment decisions. Over an extended period, it has demonstrated consistent returns, leading to widespread adoption by various investment firms as its effectiveness has been proven. This study aims to provide specific directions and insights for asset management companies and other investment professionals as they integrate cutting-edge technologies, including artificial intelligence. To achieve this goal this study conducted an experiential case study aiming to derive context and phenomena. The study focused on Vanguard, the world's largest asset manager with a staggering $7.7 trillion in assets under management. The research investigated the evolution of Vanguard's investment methods, starting from its initial establishment, and traced the adoption of big data-based artificial intelligence technology throughout the process, culminating in the provision of services to clients through robo-advisors. For the framework of this study, the ser-M perspective was used, considering not only the Subject (S), Environment (E), and Resources (R) but also the mechanisms (M) that encompass the organic relationships among them. Through this approach, the aim was to ensure an unbiased and well-balanced analysis. The main findings of this research are that the founder, Bogle, played a pivotal role in strategic decision-making, demonstrating a keen ability to adapt swiftly and make relevant judgments in an environment shifting towards a data-driven paradigm, including the internalization of technological resources. From a mechanistic perspective, the analysis highlights the crucial establishment of organizational culture as innovation is driven daily in routine tasks, seamlessly permeating throughout the organization","투자에 있어 데이터와 컴퓨터를 활용한 인공지능 기술을 도입하는 것은 점점 더 보편화 되어 가고 있다. 정량 투자란 여러 지표를 정량화 해 컴퓨터와 데이터를 활용하여 투자하는 기법으로서, 오랜기간 꾸준한 수익을 기록하며 그 효용성이 입증되면서, 여러 투자업체들에게 광범위하게 수용되고 있다. 본 연구는 자산운용사 등의 투자 전문회사들이 인공지능을 비롯한 최신 기술을 접목하는데 있어서 그 구체적인 방향성과 시사점을 제시하고자 한다. 이를 위해 맥락과 현상을 도출하는 경험기반 사례연구를 사용해 7.7조 달러의 자산을 운영하는 세계 최대 수준의 자산규모를 가진 뱅가드사를 그 최초 설립에서부터 투자 방법에 빅데이터 기반의 인공지능 기술을 도입하고 이를 로보어드바이저를 통해 고객들에게 서비스하기까지 변화해온 과정을 조사했다. 본 연구를 위한 프레임워크로는 주체(S), 환경(E), 자원(R)은 물론 이들간의 유기적 관계까지 고려하는 매커니즘(M)관점의ser-M을 도입하였으며, 이를 통해 편향되지 않고 균형잡힌 분석이 되도록 하였다. 연구에 따르면 설립자 보글의 다양한 전략적 판단이 중요한 역할을 하였으며, 데이터 주도형으로 바뀌는 투자 환경에서 기술자원을 내재화 하는 등 그에 걸맞는 빠른 변화와 정책을 수립한 것을 알 수 있었다. 매커니즘 측면에서는 매일 일상 업무에서 혁신이 추진돼 조직으로 자연스럽게 스며드는 기업문화의 정착이 주요한 것으로 분석되었다.","Utilizing artificial intelligence technology through the integration of data and computers is becoming increasingly commonplace in the realm of investment. Quantitative investing is a strategy that involves quantifying various indicators and utilizing computers and data for investment decisions. Over an extended period, it has demonstrated consistent returns, leading to widespread adoption by various investment firms as its effectiveness has been proven. This study aims to provide specific directions and insights for asset management companies and other investment professionals as they integrate cutting-edge technologies, including artificial intelligence. To achieve this goal this study conducted an experiential case study aiming to derive context and phenomena. The study focused on Vanguard, the world's largest asset manager with a staggering $7.7 trillion in assets under management. The research investigated the evolution of Vanguard's investment methods, starting from its initial establishment, and traced the adoption of big data-based artificial intelligence technology throughout the process, culminating in the provision of services to clients through robo-advisors. For the framework of this study, the ser-M perspective was used, considering not only the Subject (S), Environment (E), and Resources (R) but also the mechanisms (M) that encompass the organic relationships among them. Through this approach, the aim was to ensure an unbiased and well-balanced analysis. The main findings of this research are that the founder, Bogle, played a pivotal role in strategic decision-making, demonstrating a keen ability to adapt swiftly and make relevant judgments in an environment shifting towards a data-driven paradigm, including the internalization of technological resources. From a mechanistic perspective, the analysis highlights the crucial establishment of organizational culture as innovation is driven daily in routine tasks, seamlessly permeating throughout the organization",63,0,INS000006658,피터드러커 소사이어티,Peter Drucker Society of Korea,20052421,,2024,Mar. 27.,17.0,1.0,,1,47,,10.22834/pds.2024.17.1.1,경영학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003062781,등재,2026-04-13,참고문헌 시트 참조,KCI_excel_2026161332934.xls
J,ART003002075,박건우,국방대학교 컴퓨터학과,,육군 정보공유체계에 사회관계망 분석을 적용하기 위한 방안: 사례 연구,Approaches to Applying Social Network Analysis to the Army's Information Sharing System: A Case Study,Approaches to Applying Social Network Analysis to the Army's Information Sharing System: A Case Study,SER000004186,문화기술의 융합,JCCT,The journal of Convergence on Culture Technology,한국어,"빅 데이터, 인공지능, 데이터 마이닝, 지식 중심전, C4I 시스템","Bigdata, AI, Data Mining, Knowledge-centric Warfare, C4I System","Bigdata, AI, Data Mining, Knowledge-centric Warfare, C4I System","군사 작전의 패러다임은 정보기술의 발전으로 플랫폼 중심전에서 네트워크 중심전, 그리고 정보 중심전으로 진화해왔다. 최근 몇 년간 빅 데이터, 인공지능, 사물인터넷(IoT)과 같은 첨단 기술의 발전으로 인해 군사 작전은 인공지능 기반의 지식 중심전(KCW)으로 진화하고 있다. 이에 따라 군은 신뢰성 있는 C4I (Command, Control, Communication, Computer, Intelligence) 시스템 구축을 위해 첨단 정보통신기술(ICT)의 통합에 큰 비중을 두고 있다. 본 연구는 C4I 시스템의 전투 능력 향상, 네트워크 기반 환경에서의 최적 활용, 정보 흐름의 효율적인 부하분산, 원활한 의사소통, 지식공유의 효과적인 구현 등을 분석하고 평가하기 위해 데이터 마이닝 기법을 적용할 필요성을 강조한다. 데이터 마이닝은 현대 빅 데이터 분석의 핵심 기술로, 본 연구는 데이터 마이닝을 활용하여 실제 사례를 분석하고 군의 지휘 통제체계의 효율성을 극대화하는 실용적인 전략을 제안하였다. 연구 결과는 C4I 시스템의 성능을 더 깊게 이해하고 현대 군사 작전에 지식 중심전을 강화하는 데 유용한 통찰을 제공할 것으로 기대한다.","The paradigm of military operations has evolved from platform-centric warfare to network-centric warfare and further to information-centric warfare, driven by advancements in information technology. In recent years, with the development of cutting-edge technologies such as big data, artificial intelligence, and the Internet of Things (IoT), military operations are transitioning towards knowledge-centric warfare (KCW), based on artificial intelligence. Consequently, the military places significant emphasis on integrating advanced information and communication technologies (ICT) to establish reliable C4I (Command, Control, Communication, Computer, Intelligence) systems. This research emphasizes the need to apply data mining techniques to analyze and evaluate various aspects of C4I systems, including enhancing combat capabilities, optimizing utilization in network-based environments, efficiently distributing information flow, facilitating smooth communication, and effectively implementing knowledge sharing. Data mining serves as a fundamental technology in modern big data analysis, and this study utilizes it to analyze real-world cases and propose practical strategies to maximize the efficiency of military command and control systems. The research outcomes are expected to provide valuable insights into the performance of C4I systems and reinforce knowledge-centric warfare in contemporary military operations.","The paradigm of military operations has evolved from platform-centric warfare to network-centric warfare and further to information-centric warfare, driven by advancements in information technology. In recent years, with the development of cutting-edge technologies such as big data, artificial intelligence, and the Internet of Things (IoT), military operations are transitioning towards knowledge-centric warfare (KCW), based on artificial intelligence. Consequently, the military places significant emphasis on integrating advanced information and communication technologies (ICT) to establish reliable C4I (Command, Control, Communication, Computer, Intelligence) systems. This research emphasizes the need to apply data mining techniques to analyze and evaluate various aspects of C4I systems, including enhancing combat capabilities, optimizing utilization in network-based environments, efficiently distributing information flow, facilitating smooth communication, and effectively implementing knowledge sharing. Data mining serves as a fundamental technology in modern big data analysis, and this study utilizes it to analyze real-world cases and propose practical strategies to maximize the efficiency of military command and control systems. The research outcomes are expected to provide valuable insights into the performance of C4I systems and reinforce knowledge-centric warfare in contemporary military operations.",11,1,INS000042317,국제문화기술진흥원,The International Promotion Agency of Culture Technology,23840358,23840366,2023,Sep. 30.,9.0,5.0,,597,603,,,기타과학기술학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003002075,등재,2026-04-13,참고문헌 시트 참조,KCI_excel_2026161332934.xls
J,ART003089921,최진일;최철재,경동대학교,,"Analyzes the Changes in the Curricula of Computer and Software-Related Majors in Line with the Fourth Industrial Revolution, Comparing the Periods Before and After the COVID-19 Pandemic in KOREA",코로나19 펜데믹 전후 컴퓨터 및 소프트웨어 관련 전공의 제4차 산업혁명중심 교과과정 변화 분석,"Analyzes the Changes in the Curricula of Computer and Software-Related Majors in Line with the Fourth Industrial Revolution, Comparing the Periods Before and After the COVID-19 Pandemic in KOREA",SER000000489,한국전자통신학회 논문지,전자통신,The Journal of The Korea Institute of Electronic Communication Sciences,영어,"COVID-19, The 4th industrial revolution, Standard classification, Curriculum, IoT, Big data, AI","코로나19, 4차 산업혁명, 표준분류, 교육과정, 사물인터넷, 빅데이터, 인공지능","COVID-19, The 4th industrial revolution, Standard classification, Curriculum, IoT, Big data, AI","This paper analyzed the changes in the curriculum of computer and software-related majors that educate the core ICT technologies needed for the 4th Industrial Revolution, before and after the COVID-19 pandemic. According to the standard classification of university education units, 172 majors classified into Applied Software Engineering, Computer Science·Computer Engineering, and Artificial Intelligence Engineering were targeted, and the curricula of 2023 and 2019 were compared and analyzed. As a result of the analysis, the introduction of the related curriculum for each curriculum group increased by about 2.6%p before and after the COVID-19 pandemic (2023 84.2%, 2019 81.6%). and the 4th Industrial Revolution response index increased by 9.5 points (37.0 in 2023, 27.5 in 2019)","본 논문은 4차 산업 혁명에 필요한 핵심 ICT 관련 기술을 교육하는 컴퓨터 및 소프트웨어 관련 전공의 코로나19 펜데믹 전후의 교과과정 변화를 분석하였다. 대학교육 편제단위 표준분류에 따라 응용소프트웨어공학, 전산학·컴퓨터공학, 그리고 인공지능공학으로 분류된 172개 전공을 대상으로, 2023학년도와 2019학년도 교과과정을 비교 분석하였다. 제4차 산업혁명 대응을 위해 도입된 사물인터넷과 모바일, 클라우드와 빅데이터, 인공지능, 그리고 정보보안의 분야의 교과과정 변화를 분석하였다. 분석결과 각 교육과정 군에 대해 코로나19 팬데믹 전후로 관련 교과과정 도입이 약2.6%p 증가(2023 84.2%, 2019 81.6%)하였으며, 교육영역별 가중치를 부여하여 계산한 4차산업혁명 대응지수(100점 만점)는 9.5점 상승(2023 37.0점, 2019 27.5점)하였으며, 이는 인공지능과 클라우드 및 빅데이터 분야의 교과 개설 증가에 기인한 것으로 분석되었다.","This paper analyzed the changes in the curriculum of computer and software-related majors that educate the core ICT technologies needed for the 4th Industrial Revolution, before and after the COVID-19 pandemic. According to the standard classification of university education units, 172 majors classified into Applied Software Engineering, Computer Science·Computer Engineering, and Artificial Intelligence Engineering were targeted, and the curricula of 2023 and 2019 were compared and analyzed. As a result of the analysis, the introduction of the related curriculum for each curriculum group increased by about 2.6%p before and after the COVID-19 pandemic (2023 84.2%, 2019 81.6%). and the 4th Industrial Revolution response index increased by 9.5 points (37.0 in 2023, 27.5 in 2019)",16,0,INS000002407,한국전자통신학회,The Korea Institute of Electronic Communication Sciences,19758170,,2024,Jun. 1.,19.0,3.0,,625,632,,10.13067/JKIECS.2024.19.3.625,정보통신이론,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003089921,등재,2026-04-13,참고문헌 시트 참조,KCI_excel_2026161332934.xls
J,ART003098529,신양호;권대중,서강대학교 일반대학원,,"국내외 프롭테크 시장에 관한 연구 -아시아, 북미지역 중심-","Research on the Domestic and International PropTech Market -Central Asia, North America-","Research on the Domestic and International PropTech Market -Central Asia, North America-",SER000006307,부동산융복합연구,,Journal of Real Estate Conergence,한국어,"프롭테크, 빅데이터, 인공지능, 블록체인, 가상 현실","PropTech, big data, AI, blockchain, virtual reality","PropTech, big data, AI, blockchain, virtual reality","본 논문은 부동산 기술(PropTech)의 진화하는 환경을 탐구하고, 현재 시장 동향을분석하며 미래 발전을 예측한다. 기존 문헌과 실증 데이터를 통합하여 빅데이터, 인공지능, 블록체인, 가상/증강 현실 등의 첨단 기술이 부동산 산업에 미치는 영향을 평가하였다. 연구 결과, 효율성, 투명성, 사용자 경험의 혁신적 변화가 확인되었으며, 프롭테크 분야의 기회와 도전 과제를 강조한다.","This paper explores the evolving landscape of PropTech (Property Technology), analyzing current market trends and forecasting future developments. By integrating insights from existing literature and empirical data, we assess the impact of advanced technologies such as big data, artificial intelligence, blockchain, and virtual/augmented reality on the real estate industry. The findings suggest significant transformations in efficiency, transparency, and user experience, highlighting both opportunities and challenges in the PropTech domain.","This paper explores the evolving landscape of PropTech (Property Technology), analyzing current market trends and forecasting future developments. By integrating insights from existing literature and empirical data, we assess the impact of advanced technologies such as big data, artificial intelligence, blockchain, and virtual/augmented reality on the real estate industry. The findings suggest significant transformations in efficiency, transparency, and user experience, highlighting both opportunities and challenges in the PropTech domain.",19,1,INS000073388,사단법인 한국부동산융복합학회,Korea Real Estate Convergence Society,27656527,,2024,Jun. 30.,4.0,2.0,,47,73,,,부동산경제,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003098529,등재후보,2026-04-13,참고문헌 시트 참조,KCI_excel_2026161332934.xls
J,ART003177242,백지선;김성태,고려대학교 대학원 미디어학,,빅데이터와 인공지능 시대 미디어학의 연구 동향,Trends in Big Data and AI Research in Media Studies,Trends in Big Data and AI Research in Media Studies,001475,한국콘텐츠학회 논문지,Jour. of KoCon.a,The Journal of the Korea Contents Association,한국어,"혁신기술, 빅데이터, 인공지능, 로봇, 가상현실, 언론학, 연구동향, 토픽모델링","Innovative Technology, Big Data, Artificial Intelligence, Robot, Virtual Reality, Media Studies, Trends, Topic Modeling","Innovative Technology, Big Data, Artificial Intelligence, Robot, Virtual Reality, Media Studies, Trends, Topic Modeling","본 연구는 스마트 시대에 빅데이터, 인공지능(AI), 로봇, 그리고 가상현실(VR)에 대해 미디어학계에서 어떤 연구를 발표하고 있는지 동향을 탐색하고자 했다. 1995년 가상현실 연구현황에 관한 논문을 시작으로 2023년까지 미디어학분야에서 혁신 기술을 키워드로 발표한 약 623편의 학술 논문을 대상으로 분석하였다. 이를 통해 2013년과 2020년을 기점으로 관련 분야에 대한 미디어학계 관심이 커졌고, 키워드 ‘뉴스’가 빈도나 중요도(TF-IDF)에서 모두 높게 나타났다는 것을 확인하였으며, 토픽모델링을 통해 5가지 카테고리로 연구 주제를 분류 하였다. 언론학이 포함하고 있는 분야가 미디어 경제, 법, 광고, 출판 등 다양함에도 불구하고 아직까지는 연구 분야가 ‘저널리즘’에 집중되어 있었다. 따라서 향후 언론학 연구에서는 빅데이터와 인공지능과 같은 혁신 기술에 관한 연구에서 대상과 범위를 확장하고 다양하게 접근할 필요가 있겠다.","This study aimed to explore research trends in media studies related to Big Data, Artificial Intelligence, Robots, and Virtual Reality from 1995 to 2023. Analyzing approximately 623 academic papers, the study found that interest in these technologies has increased since 2013. The keyword ‘News’ was prominently featured in both frequency and importance(TF-IDF). Topic modeling categorized the research into five distinct categories. Despite the broad scope of media studies, including media economics, law, advertising, publishing, and more, research has predominantly focused on journalism. The study suggests that future research should expand its scope to include a more diverse range of innovative technologies in media studies.","This study aimed to explore research trends in media studies related to Big Data, Artificial Intelligence, Robots, and Virtual Reality from 1995 to 2023. Analyzing approximately 623 academic papers, the study found that interest in these technologies has increased since 2013. The keyword ‘News’ was prominently featured in both frequency and importance(TF-IDF). Topic modeling categorized the research into five distinct categories. Despite the broad scope of media studies, including media economics, law, advertising, publishing, and more, research has predominantly focused on journalism. The study suggests that future research should expand its scope to include a more diverse range of innovative technologies in media studies.",34,0,INS000001941,한국콘텐츠학회,The Korea Contents Association,15984877,25086723,2025,Feb. 28.,25.0,2.0,,63,72,,https://doi.org/10.5392/JKCA.2025.25.02.063,학제간연구,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003177242,등재,2026-04-13,참고문헌 시트 참조,KCI_excel_2026161332934.xls
J,ART002831427,주진열,부산대학교,,빅데이터/인공지능을 이용한 이윤극대화 가격차별과 독점규제법,Profit-Maximizing Price Discrimination Using Artificial Intelligence System and Antitrust Law,Profit-Maximizing Price Discrimination Using Artificial Intelligence System and Antitrust Law,SER000010599,경쟁법연구,,Journal of Korean Competition Law,한국어,"인공지능, 빅데이터, 이윤극대화, 가격차별, 공정성, 독점규제법, 개인정보보호, 소비자보호","artificial intelligence, big data, dynamic pricing, price discrimination, antitrust law, fairness, personal data protection, consumer protection","artificial intelligence, big data, dynamic pricing, price discrimination, antitrust law, fairness, personal data protection, consumer protection","This article addressed some problems of profit-maximizing price discrimination (PD) using artificial intelligence system (AIPD) mainly from the perspective of Korean antitrust law. Considering the realities of the online markets as well as the current level of AI system for dynamic pricing, it seems not possible to perform the first-degree or perfect PD. Indeed AIPD which has raised the issue of fairness is the third-degree in terms of Pigouvian economics. Because the third-degree PD is basically lawful under antitrust law, AIPD as the the thirddegree PD cannot be regarded per se illegal. However, even though AIPD is not prohibited by antitrust law, those who facing a higher price due to AIPD would have the strong feeling of unfairness, regardless of competitive impact on market. Either data protection law or consumer protection law could better be used to deal with the issue of AIPD from the perspective of ‘common good’ in public law.",,"This article addressed some problems of profit-maximizing price discrimination (PD) using artificial intelligence system (AIPD) mainly from the perspective of Korean antitrust law. Considering the realities of the online markets as well as the current level of AI system for dynamic pricing, it seems not possible to perform the first-degree or perfect PD. Indeed AIPD which has raised the issue of fairness is the third-degree in terms of Pigouvian economics. Because the third-degree PD is basically lawful under antitrust law, AIPD as the the thirddegree PD cannot be regarded per se illegal. However, even though AIPD is not prohibited by antitrust law, those who facing a higher price due to AIPD would have the strong feeling of unfairness, regardless of competitive impact on market. Either data protection law or consumer protection law could better be used to deal with the issue of AIPD from the perspective of ‘common good’ in public law.",110,3,INS000002549,한국경쟁법학회,Korean Competition Law Association,15982335,26716402,2022,Mar. 31.,45.0,,,198,233,,10.35770/jkcl.2022.45..198,기타법학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002831427,등재,2026-04-13,참고문헌 시트 참조,KCI_excel_2026161332934.xls
J,ART002953783,장원중,가톨릭관동대학교,,관광 빅데이터와 인공지능 기술을 활용한 스마트관광 활성화 방안 제언 : 강원지역 사례를 중심으로,Proposal for Revitalization Smart Tourism using Tourism Big Data and Artificial Intelligence Technology : Focusing on the cases of Gangwon Area,Proposal for Revitalization Smart Tourism using Tourism Big Data and Artificial Intelligence Technology : Focusing on the cases of Gangwon Area,SER000004906,아시아태평양융합연구교류논문지,APJCRI,Asia-pacific Journal of Convergent Research Interchange,한국어,"스마트관광, 빅데이터, 인공지능, 디지털 트랜스포메이션","Smart Tourism, Big Data, Artificial Intelligence, Digital Transformation","Smart Tourism, Big Data, Artificial Intelligence, Digital Transformation","코로나19의 세계적 대유행으로 관광산업에 큰 피해를 주었고, 이로 인한 사회적 변화는 관광 패러다임의 변화, 기술환경과 연계되어 온라인 시장으로 급속한 이동, 비대면 사업의 성장, 플랫폼 비즈니스 중심 산업구조 변화 등 급속도로 변화하고 있다. 포스트 코로나 시대의 관광은 경쟁력 확보를 위해 새로운 변화를 수용하고 경쟁력 강화와 고도화를 위한 변화가 필요하다. 전 세계는 빅데이터, 인공지능 기술을 활용한 산업 경쟁력 강화에 총력을 기울이고 있고, 관광도 이러한 사회적 변화, 최첨단 기술을 적극 활용한 기존 관광산업의 디지털 전환을 통한 새로운 전략의 요구가 높아지고 있다. 본 연구에서는 스마트관광 현황 및 사례 분석, 강원지역 관광 데이터 개방현황, 관광산업의 수요자와 공급자 측면의 여건 분석을 통해 문제점 및 정책적 대안을 제시하였다. 첫째, 인프라 구축에서는 강원지역 스마트관광 활성화를 위한 ‘디지털화’의 필요성을 강조하고, 관광 빅데이터 기반의 스마트관광 활성화를 위해 데이터 유통 플랫폼 구축, 양질의 관광 빅데이터 확보, 빅데이터 수집 및 분석시스템 구축을 주문하였다. 둘째, 수요자 트렌드를 반영한 관광콘텐츠 확충, 가상의 여행 경험 확대를 위한 증강현실(AR), 가상현실(VR), 인공지능(AI), 메타버스(Metaverse)와 같은 ICT 기술을 적극 활용, 관광 콘텐츠에 AI 음성인식 서비스 등의 ICT 기술을 접목한 접근성 강화를 제안하였다. 셋째, 강원지역 관광 수요자 맞춤형 AI 모델 개발, 강원지역 방문 관광객이 많은 지역을 시범 지정하여 스마트관광 운영 및 점차적 확대, 지속 가능한 세계적 수준의 AI-관광산업 연구·개발(R&D) 지역 생태계 조성을 제안하였다. 본 연구 결과는 실무적인 측면에서 스마트관광을 기획 및 집행하는 기관이나 담당자에게는 사업전략을 수립하는 데 있어 참고 자료가 될 것으로 기대된다.","The COVID-19 pandemic has adversely affected the tourism industry and prompted social evolution, resulting in a shift in the tourism paradigm, a sharp movement to the online market related to technology, the growth of remote businesses, and changes in the platform business-oriented industrial structure. Tourism in the post-COVID era must accept these changes to achieve competitiveness, and evolution is required to strengthen competitiveness and advancement. The world is committing to strengthening industrial competitiveness using big data and artificial intelligence. In line with this trend, tourism is also increasingly demanding a new strategy through a digital transformation of the existing tourism industry that actively utilizes cutting-edge technology. This paper presents problems and policy solutions by analyzing the current status and case studies of smart tourism, the current status of open tourism data in Gangwon, and the conditions of consumers and suppliers in the tourism industry. First, in terms of infrastructure development, we emphasize the need for “digitalization” in revitalizing smart tourism in Gangwon-do to develop infrastructure and recommend the construction of a data distribution platform, the collection of high-quality tourism big data, and the development of a big data collection and analysis system to stimulate smart tourism based on the tourism big data.Second, we propose to improve accessibility by applying information and communication technology to tourism content, such as augmented reality, virtual reality, artificial intelligence (AI), and metaverse, to expand tourism content in response to consumer trends. Third, we propose the development of customized AI models for tourism consumers in Gangwon, the operation and gradual expansion of smart tourism by designating tourist hot spots in Gangwon, and the establishment of a sustainable global AI-tourism research and development ecosystem. The findings of this study are expected to serve as reference materials for developing practical business strategies for institutions and managers who plan and implement smart tourism.","The COVID-19 pandemic has adversely affected the tourism industry and prompted social evolution, resulting in a shift in the tourism paradigm, a sharp movement to the online market related to technology, the growth of remote businesses, and changes in the platform business-oriented industrial structure. Tourism in the post-COVID era must accept these changes to achieve competitiveness, and evolution is required to strengthen competitiveness and advancement. The world is committing to strengthening industrial competitiveness using big data and artificial intelligence. In line with this trend, tourism is also increasingly demanding a new strategy through a digital transformation of the existing tourism industry that actively utilizes cutting-edge technology. This paper presents problems and policy solutions by analyzing the current status and case studies of smart tourism, the current status of open tourism data in Gangwon, and the conditions of consumers and suppliers in the tourism industry. First, in terms of infrastructure development, we emphasize the need for “digitalization” in revitalizing smart tourism in Gangwon-do to develop infrastructure and recommend the construction of a data distribution platform, the collection of high-quality tourism big data, and the development of a big data collection and analysis system to stimulate smart tourism based on the tourism big data.Second, we propose to improve accessibility by applying information and communication technology to tourism content, such as augmented reality, virtual reality, artificial intelligence (AI), and metaverse, to expand tourism content in response to consumer trends. Third, we propose the development of customized AI models for tourism consumers in Gangwon, the operation and gradual expansion of smart tourism by designating tourist hot spots in Gangwon, and the establishment of a sustainable global AI-tourism research and development ecosystem. The findings of this study are expected to serve as reference materials for developing practical business strategies for institutions and managers who plan and implement smart tourism.",31,5,INS000063357,사단법인 한국융합기술연구학회,Korea Convergence Technology Research Society,25089080,26715325,2023,Apr. 30.,9.0,4.0,,17,33,,http://dx.doi.org/10.47116/apjcri.2023.04.02,학제간연구,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002953783,등재,2026-04-13,참고문헌 시트 참조,KCI_excel_2026161332934.xls
